# Quelle: Micó Pérez, R., 2005. Cronología absoluta y periodización de la prehistoria des las Islas Baleares, British Archaeological Reports. International Series. Archaeopress, Oxford.
c14ID;site;island;monument;context;county;labcode;bp;std;sample;resource
333;Puig de sa Morisca;Mallorca;Asentamiento histórico;;Calvià;UtC-10026;1764;36;Madera;Micó 2005, 239
334;Puig de sa Morisca;Mallorca;Asentamiento histórico;;Calvià;UtC-10027;1007;35;Carbón;Micó 2005, 239
336;Puig d'en Pau;Mallorca;Hábitat indeterminado;Asentamiento. UE200.;Costitx;KIA-14821;2770;30;Hueso fauna doméstica;Micó 2005, 241
337;Puig d'en Pau;Mallorca;Hábitat indeterminado;Asentamiento. UE186.;Costitx;KIA-14823;2735;40;Hueso fauna doméstica;Micó 2005, 242
338;Puig d'en Pau;Mallorca;Hábitat indeterminado;Asentamiento. UE207.;Costitx;KIA-14820;2590;35;Hueso fauna doméstica;Micó 2005, 242
339;Puig d'en Pau;Mallorca;Hábitat indeterminado;Asentamiento. UE554.;Costitx;KIA-14822;2545;30;Hueso fauna doméstica;Micó 2005, 243
340;Puig d'en Pau;Mallorca;Hábitat indeterminado;Asentamiento. UE434.;Costitx;KIA-12700;1260;40;Hueso fauna doméstica;Micó 2005, 243
341;Pula;Mallorca;Hábitat en piedra;Nivel inferior de la estratigrafía del sector porche, adosado al monumento escalonado o túmulo. Capa de cenizas (según Roselló Bordoy 1992).;Son Servera;P-1404;3260;60;Carbón;Micó 2005, 244
342;Pula;Mallorca;Hábitat en piedra;Relleno de la cámara superior del sector del monumento escalonado. Incendio. (según Rosselló Bordoy 1992).;Son Servera;BM-1998R;2990;100;Carbón;Micó 2005, 245
354;S'Aigua Dolça;Mallorca;Dolmen;Inhumación colectiva. Cámara. U.E. 19.;Artà;KIA-15223;3485;40;Hueso humano;Micó 2005, 253
355;S'Aigua Dolça;Mallorca;Dolmen;Inhumación colectiva. Cámara. U.E. 13.;Artà;UtC-4744;3460;40;Hueso humano;Micó 2005, 254
356;S'Aigua Dolça;Mallorca;Dolmen;Inhumación colectiva. Cámara. U.E. 17.;Artà;KIA-15224;3420;30;Hueso humano;Micó 2005, 254
357;S'Aigua Dolça;Mallorca;Dolmen;Inhumación colectiva. Cámara. U.E. 10.;Artà;UtC-4736;3380;40;Hueso humano;Micó 2005, 255
358;S'Aigua Dolça;Mallorca;Dolmen;Inhumación colectiva. Cámara. U.E. 14.;Artà;UtC-4739;3365;30;Hueso humano;Micó 2005, 255
364;S'llla dels Porros;Mallorca;Hábitat en piedra;Fragmento proximal de radio de bóvido adulto.;Santa Margalida;KIA-11868;3100;25;Hueso fauna doméstica;Micó 2005, 261
365;S'llla dels Porros;Mallorca;Hábitat en piedra;Fragmento de mandíbula inferior de bóvido. Muestra IP-97-UE118.;Santa Margalida;KIA-11246;3040;30;Hueso fauna doméstica;Micó 2005, 261
366;S'llla dels Porros;Mallorca;Hábitat en piedra;Primera falange de cabra. Muestra IPC-97-UE110.;Santa Margalida;KIA-11243;2975;25;Hueso fauna doméstica;Micó 2005, 262
367;S'llla dels Porros;Mallorca;Hábitat en piedra;Fragmento de cuerno de cabra. Muestra IPC-97-UE-112.;Santa Margalida;KIA-11244;2765;30;Hueso fauna doméstica;Micó 2005, 262
368;S'llla dels Porros;Mallorca;Varia funerario;Cámara B. Capa inferior. Muestra SR-1848.;Santa Margalida;I-4584;2430;200;Carbón;Micó 2005, 263
369;S'llla dels Porros;Mallorca;Varia funerario;Huesos de feto o neonato. Muestra IP-98-1-I.;Santa Margalida;KIA-11245;2410;25;Hueso humano;Micó 2005, 263
370;S'llla dels Porros;Mallorca;Varia funerario;Huesos de feto o neonato. Muestra IPC-96-2.;Santa Margalida;KIA-11240;2395;25;Hueso humano;Micó 2005, 264
371;S'llla dels Porros;Mallorca;Varia funerario;Vértebra humana. Muestra IP-N-7.;Santa Margalida;KIA-11869;2375;25;Hueso humano;Micó 2005, 264
372;S'llla dels Porros;Mallorca;Varia funerario;Vértebra humana. Muestra IP-97-SW-7.;Santa Margalida;KIA-11870;2285;25;Hueso humano;Micó 2005, 265
373;S'llla dels Porros;Mallorca;Varia funerario;Ìsquion derecho. Muestra IPC-50-1964.;Santa Margalida;KIA-13535;2275;25;Hueso humano;Micó 2005, 265
374;S'llla dels Porros;Mallorca;Varia funerario;Tercera vértebra lumbar. IP-97-SW-6.;Santa Margalida;KIA-13537;2185;30;Hueso humano;Micó 2005, 266
375;S'llla dels Porros;Mallorca;Varia funerario;Hueso sacro. Muestra IP-96-NW-1.;Santa Margalida;KIA-13567;2170;55;Hueso humano;Micó 2005, 266
376;S'llla dels Porros;Mallorca;Varia funerario;Hueso sacro. Muestra IPB-conj. 7-10-1961.;Santa Margalida;KIA-13533;2165;35;Hueso humano;Micó 2005, 267
377;S'llla dels Porros;Mallorca;Varia funerario;Temporal iyquierdo. Muestra IPB-7-1960.;Santa Margalida;KIA-13531;2005;25;Hueso humano;Micó 2005, 267
378;S'llla dels Porros;Mallorca;Varia funerario;Hueso humano sin especificar. Muestra IPA-4-1964.;Santa Margalida;KIA-13532;1905;25;Hueso humano;Micó 2005, 268
379;S'llla dels Porros;Mallorca;Varia funerario;Inhumación individual en culillas. Uso final de la necrópolis.;Santa Margalida;I-4524;1850;95;Hueso humano;Micó 2005, 268
380;S'llla dels Porros;Mallorca;Varia funerario;Fragmento de hueso. Muestra IPC/19641.;Santa Margalida;KIA-14002;1555;35;Hueso humano;Micó 2005, 269
381;S'Lllot;Mallorca;Hábitat en piedra;Corte XIV. Nivel de base, bajo nivel 8. Nivel inferior de monumento central. Z = -5m.;Sant Llorenç;Hv-1716;3080;75;Carbón;Micó 2005, 271
382;S'Lllot;Mallorca;Hábitat en piedra;Corte XIV. Encima del nivel de base, sobre nivel 8, Nivel superior de la cámara del monumento central.;Sant Llorenç;Hv-1717;2960;90;Carbón;Micó 2005, 271
383;S'Lllot;Mallorca;Asentamiento talayótico;Corte XIV. Habitación adosada al monumento central. Bajo nivel 7. Hogar. Z = -150cm.;Sant Llorenç;Hv-1718;2690;60;Carbón;Micó 2005, 272
387;Sa Punta;Mallorca;Varia funerario;Cueva natural. Ataùd tauromorfo. Muestra en superficie.;Pollen?a;CSIC-37;2270;110;Madera;Micó 2005, 276
396;Santa Catalina de Sena;Mallorca;Asentamiento histórico;Estuco.;Palma;Y-2671;950;100;Carbonatos;Micó 2005, 285
397;Santa Ponça;Mallorca;Sondeo polínico;Base del sondeo de 15,3m de profundidad.;Calvià;;6930;80;Desconocido;Micó 2005, 286
405;Ses Paísses;Mallorca;Hábitat en piedra;Nivel de incendio de la casa 12, aunque seguramente es un error y corresponde a la n° 10. Z = -90. Peso de la muestra = 100g.;Artà;Gif-1247;2900;110;Carbón;Micó 2005, 292
406;Ses Paísses;Mallorca;Asentamiento talayótico;Sector Puerta Este/Norte, zona Habitación 20. Hueso animal sp. Ref. SP00-UE60.;Artà;KIA-14319;2565;30;Hueso fauna doméstica;Micó 2005, 293
407;Ses Paísses;Mallorca;Asentamiento talayótico;Sector Puerta Este/Sur, zona „Corral“. UE77. Mandíbula de ovicáprido. Ref. SP00-UE77.;Artà;KIA-11867;2525;25;Hueso fauna doméstica;Micó 2005, 293
408;Ses Paísses;Mallorca;Asentamiento talayótico;Sector Puerta Este/Sur, zona „Corral“. UE72. Pelvis, probablemente de oveja. Ref.SP00-UE72.;Artà;KIA-11890;2475;25;Hueso fauna doméstica;Micó 2005, 294
409;Ses Roques de Son Baduia;Mallorca;Asentamiento al aire libre;Nivel rojo inferior, previo al edificio naviforme.;Valldemossa;UtC-7115;3400;35;Hueso fauna doméstica;Micó 2005, 295
410;Ses Roques de Son Baduia;Mallorca;Asentamiento de estructuras naviformes;Ocupación del edificio naviforme sobre fragmentos de campaniforme. Cuadrante 3E8.;Valldemossa;UtC-7109;3100;35;Hueso fauna doméstica;Micó 2005, 296
411;Ses Roques de Son Baduia;Mallorca;Asentamiento de estructuras naviformes;Edificio naviforme. Junto muro.;Valldemossa;UtC-7114;3090;35;Hueso fauna doméstica;Micó 2005, 296
412;Ses Roques de Son Baduia;Mallorca;Asentamiento de estructuras naviformes;Bajo muro de edificio naviforme. Mismo lugar que KIK-913. Cuadrante 3G5.;Valldemossa;UtC-7050;3045;40;Hueso fauna doméstica;Micó 2005, 297
413;Ses Roques de Son Baduia;Mallorca;Asentamiento de estructuras naviformes;Bajo muro de edificio naviforme.;Valldemossa;UtC-7112;3030;70;Hueso fauna doméstica;Micó 2005, 297
414;Ses Roques de Son Baduia;Mallorca;Asentamiento de estructuras naviformes;Edificio naviforme. Junto muro.;Valldemossa;UtC-7113;2990;35;Hueso fauna doméstica;Micó 2005, 298
415;Ses Roques de Son Baduia;Mallorca;Varia funerario;Cuadrante 3E8.;Valldemossa;UtC-9019;2960;40;Hueso humano;Micó 2005, 298
416;Ses Roques de Son Baduia;Mallorca;Asentamiento de estructuras naviformes;Edificio naviforme. Parte inferior del relleno del muro (mismo lugar que KIK-913). Cuadrante 3 G5.;Valldemossa;UtC-7110;2960;35;Hueso fauna doméstica;Micó 2005, 299
417;Ses Roques de Son Baduia;Mallorca;Asentamiento de estructuras naviformes;Edificio naviforme. Cata exploratoria.;Valldemossa;UtC-4859;2930;35;Hueso fauna doméstica;Micó 2005, 299
418;Ses Roques de Son Baduia;Mallorca;Varia funerario;Cuadrante 4E5.;Valldemossa;UtC-9020;2900;45;Hueso humano;Micó 2005, 300
419;Ses Roques de Son Baduia;Mallorca;Asentamiento de estructuras naviformes;Nivel III, sobre nivel campaniforme y tierra estéril. Cuadrante 3E8.;Valldemossa;UtC-7111;2880;40;Hueso fauna doméstica;Micó 2005, 300
420;Ses Roques de Son Baduia;Mallorca;Indeterminada;Nivel II. Tras abandono naviforme. Casi superficial en el sector del relleno de un muro. Cuadrante 2G8.;Valldemossa;UtC-7108;2865;35;Hueso fauna doméstica;Micó 2005, 301
421;Ses Roques de Son Baduia;Mallorca;Indeterminada;Nivel I. Tras abandono naviforme. Casi superficial en sector del relleno de un muro. Cuadrante 3G8.;Valldemossa;UtC-7107;2805;35;Hueso fauna doméstica;Micó 2005, 301
427;Ses Talaies de Can Jordi;Mallorca;Asentamiento talayótico;Hábitación radial adosada a talayot. Muestra de material empleado en la techumbre.;Santanyí;;2580;30;Carbón;Micó 2005, 305
435;Son Bauló de Dalt;Mallorca;Dolmen;Hueso de un individuo. Muestra 2.;Santa Margalida;KIA-13224;3480;30;Hueso humano;Micó 2005, 310
436;Son Bauló de Dalt;Mallorca;Dolmen;Muestra NL-449;Santa Margalida;UBAR-385;3470;120;Hueso humano;Micó 2005, 311
437;Son Bauló de Dalt;Mallorca;Dolmen;Hueso de un individuo. Muestra 3.;Santa Margalida;KIA-13225;3365;30;Hueso humano;Micó 2005, 311
438;Son Bauló de Dalt;Mallorca;Dolmen;Hueso probablemente humano. Muestra 1. „Mixed sample“.;Santa Margalida;KIA-11903;3305;25;Hueso sp;Micó 2005, 312
440;Son Boronat;Mallorca;Varia funerario;Cueva natural de enterramiento. Ataúd. Muestra SB1. Madera de Picea sp. o Larix sp. Madera de alerce según Kew Gardens (Waldren 1986:tabla 16a).;Calvià;BM-1518;2390;45;Madera;Micó 2005, 314
441;Son Boronat;Mallorca;Varia funerario;Cueva natural de enterramiento. Ataúd. Madera de Picea sp. o Larix sp. Muestra SB1;Calvià;BM-1517;2350;35;Madera;Micó 2005, 315
443;Son Ferragut (Puig Morter);Mallorca;Asentamiento talayótico;Edificio Alfa. Conjunto VA1. Cuadro 4 (K5). Habitación SE (Estancia A). Viga de Olea europaea.;Sineu;IRPA-1258;2590;30;Carbón;Micó 2005, 317
444;Son Ferragut (Puig Morter);Mallorca;Asentamiento talayótico;Edificio Alfa. Conjunto VA2. Cuadro 2 (L3). Habitación SE (Estancia A). Viga de Olea europaea.;Sineu;IPRA-1257;2560;30;Carbón;Micó 2005, 318
445;Son Ferragut (Puig Morter);Mallorca;Asentamiento talayótico;Edificio Alfa. Conjunto IVA2. Cuadro 2 (J2). Fragmento distal de húmero de Bos taurus.;Sineu;Beta-123762;2520;60;Hueso fauna doméstica;Micó 2005, 318
446;Son Ferragut (Puig Morter);Mallorca;Asentamiento talayótico;Edificio Alfa. Conjunto IIIA1. Cuadro 6 (H9). Pasillo. Peine de Erica sp.;Sineu;UtC-9489;2470;35;Madera;Micó 2005, 319
447;Son Ferragut (Puig Morter);Mallorca;Asentamiento talayótico;Edificio Alfa. Conjunto VA1. Cuadro 2/4 (M2/K5). Estancia A. Madera de Pinus halepensis.;Sineu;Beta-123763;2420;40;Carbón;Micó 2005, 319
448;Son Ferragut (Puig Morter);Mallorca;Asentamiento talayótico;Edificio Alfa. Conjunto VIA2. Cuadro 3 (D4/D6). Estancia B. Diáfisis y epífisis de ovicáprido.;Sineu;Beta-123761;2410;80;Hueso fauna doméstica;Micó 2005, 320
449;Son Ferrandell-Oleza/olivar;Mallorca;Natural;Madera de olivo actual. Parte central expuesta de un tronco de 2m de diámetro.;Valldemossa;BM-2002R;230;110;Madera;Micó 2005, 321
450;Son Ferrandell-Oleza/olivar;Mallorca;Natural;Madera de olivo actual. Centro del árbol.;Valldemossa;BM-2001R;30;100;Madera;Micó 2005, 322
451;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Hogar en la base de los fundamentos del muro E.;Valldemossa;BM-1843R;4030;110;Carbón;Micó 2005, 324
452;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). SW-EF/16. Inferior del asentamiento, cerca del muro Sur. Hueso largo trabajado (muestra 83B22).;Valldemossa;CAMS-7244;3850;70;Hueso fauna doméstica;Micó 2005, 324
453;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Muro N. Hogar en base de entrada norte.;Valldemossa;QL-1636;3790;90;Carbón;Micó 2005, 325
454;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Sector EW INT-CC. Relleno interior de muro.;Valldemossa;UtC-9023;3680;45;Carbón;Micó 2005, 325
455;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Sector EW INT-B. Relleno interior de muro. En contacto con la muestra analizada KIK-1123/UtC-9023.;Valldemossa;UtC-9022;3620;50;Hueso sp;Micó 2005, 326
456;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Sector WC EXW. Contexto contra el paramento externo del muro W. Ref. n° 100.;Valldemossa;UtC-8952;3585;35;Hueso fauna doméstica;Micó 2005, 326
457;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Sector SWF. Nivel II de QB3. Sobre relleno de la roca.;Valldemossa;UtC-2742;3550;110;Carbón;Micó 2005, 327
458;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). SWF-A3, bajo muro Sur. Botón de colmillo.;Valldemossa;CAMS-7074;3540;70;Hueso fauna doméstica;Micó 2005, 327
459;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). CH1. Bajo relleno del muro adosado a al muro Sur.;Valldemossa;QL-4042;3490;80;Carbón;Micó 2005, 328
460;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Relleno de terraza antigua 1-2 (AT1-2).;Valldemossa;QL-1859;3490;30;Hueso fauna doméstica;Micó 2005, 328
461;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Bajo muro, probablemente de la estructura „H4“.;Valldemossa;KIA-20484;3480;25;Hueso fauna doméstica;Micó 2005, 329
462;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). SW. Sector muro Sur.;Valldemossa;QL-4100;3470;50;Hueso fauna doméstica;Micó 2005, 329
463;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Sector EW INT-B. Relleno sedimentario en una grieta de la roca bajo la esquina SE del muro perimetral.;Valldemossa;UtC-9021;3460;45;Hueso sp;Micó 2005, 330
464;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Sector CH1.;Valldemossa;QL-4043;3450;110;Hueso fauna doméstica;Micó 2005, 330
465;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Sector WCS. Huesos procedente de la base del canal.;Valldemossa;KIA-16267;3430;30;Hueso fauna doméstica;Micó 2005, 331
466;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Sector SW. A6 Hueso procedente de la base del muro Sur.;Valldemossa;KIA-16268;3405;35;Hueso fauna doméstica;Micó 2005, 331
467;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Bajo lajas del extremo sur del canal WC. Huesos de bóvido y cabra.;Valldemossa;BM-2312R;3390;100;Hueso fauna doméstica;Micó 2005, 332
468;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Sector EXW-A16. Procedente de las „construcciones de piedra al W de las estructuras de piedra“. Botón de colmillo (muestra 83B17).;Valldemossa;CAMS-7243;3360;60;Hueso fauna doméstica;Micó 2005, 332
469;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Corte exploratorio Oeste. Nivel II.;Valldemossa;BM-1988R;3350;310;Hueso fauna doméstica;Micó 2005, 333
470;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Exterior W1 (EXW1). Abandono. Muestra del Círculo 1. Z = 0/10cm.;Valldemossa;BM-1698R;3350;100;Hueso fauna doméstica;Micó 2005, 333
471;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento al aire libre;Asentamiento antiguo (OS). Muestra hallada en el relleno del muro delimitador del espacio H4.;Valldemossa;UtC-3192;3310;70;Hueso fauna doméstica;Micó 2005, 334
472;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento de estructuras naviformes;Asentamiento antiguo (OS). Sector WCS. Interior estructura central de piedra CSS.;Valldemossa;QL-1896;3280;120;Hueso fauna doméstica;Micó 2005, 334
473;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento de estructuras naviformes;Asentamiento antiguo (OS). Estructura CSS.;Valldemossa;QL-4040;3260;100;Carbón;Micó 2005, 335
474;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento de estructuras naviformes;Asentamiento antiguo (OS). Sector WC. Exterior cercano al canal.;Valldemossa;QL-?;3240;30;Desconocido;Micó 2005, 335
475;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento de estructuras naviformes;Asentamiento antiguo (OS). Sector cercano a muro Sur.;Valldemossa;QL-4191;3180;80;Desconocido;Micó 2005, 336
476;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento de estructuras naviformes;Asentamiento antiguo (OS). Exterior de la zona de captación del canal. Z = 0/10cm. Abandono del asentamiento.;Valldemossa;HAR-3490;3070;50;Hueso fauna doméstica;Micó 2005, 336
477;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento de estructuras naviformes;Asentamiento antiguo (OS). Estructura de cabana circular CHS. Abandono del asentamiento.;Valldemossa;QL-4044;2990;160;Desconocido;Micó 2005, 337
478;Son Ferrandell-Oleza-OS;Mallorca;Indeterminada;Asentamiento antiguo (OS). Sector muro sur (SW).;Valldemossa;QL-4041;2750;120;Desconocido;Micó 2005, 337
479;Son Ferrandell-Oleza-OS;Mallorca;Indeterminada;Asentamiento antiguo (OS). Sector EXW. Cuadro Q15-16, junto a la acequia.;Valldemossa;BM-2297R;2280;120;Carbón;Micó 2005, 338
480;Son Ferrandell-Oleza-OS;Mallorca;Indeterminada;Asentamiento antiguo (OS). Estructura C2, bajo empedrado. Base de terraza moderna. Carbón producto de la quema de vegetación natural.;Valldemossa;BM-1982R;2050;110;Carbón;Micó 2005, 338
481;Son Ferrandell-Oleza-OS;Mallorca;Indeterminada;Asentamiento antiguo (OS). Base de muro de terraza moderna. Tal vez producto de la quema de la vegetación.;Valldemossa;QL-1861;1730;12;Carbón;Micó 2005, 339
482;Son Ferrandell-Oleza-OS;Mallorca;Indeterminada;Asentamiento antiguo (OS). Niveles superiores. Tal vez producto de incendios naturales o de la quema de la vegetación.;Valldemossa;QL-1858;1670;15;Carbón;Micó 2005, 339
483;Son Ferrandell-Oleza-OS;Mallorca;Indeterminada;Asentamiento antiguo (OS). Niveles superiores. Tal vez producto de incendios naturales o de la quema de la vegetación.;Valldemossa;QL-1860;1650;15;Carbón;Micó 2005, 340
484;Son Ferrandell-Oleza-OS;Mallorca;Indeterminada;Asentamiento antiguo (OS). Sector SW. Nivel QAO.;Valldemossa;IRPA-893;1600;50;Carbón;Micó 2005, 340
485;Son Ferrandell-Oleza-OS;Mallorca;Indeterminada;Asentamiento antiguo (OS). Sector OSW. Nivel QD13.;Valldemossa;IRPA-888;1530;50;Carbón;Micó 2005, 341
486;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento histórico;Asentamiento antiguo (OS). Zona EW1. Hogar.;Valldemossa;IRPA-1052;1040;50;Carbón;Micó 2005, 341
487;Son Ferrandell-Oleza-OS;Mallorca;Asentamiento histórico;Asentamiento antiguo (OS). Zona EW2. Hogar. Muestra obtenida de la flotación de sedimentos.;Valldemossa;IRPA-1023;850;40;Carbón;Micó 2005, 342
488;Son Ferrandell-Oleza-OS;Mallorca;Indeterminada;Asentamiento antiguo (OS). Sector WWE. Nivel QC18.;Valldemossa;IRPA-892;185;40;Carbón;Micó 2005, 342
489;Son Ferrandell-Oleza-OS;Mallorca;Indeterminada;Asentamiento antiguo (OS). Sector EW. Nivel Q154.;Valldemossa;IRPA-889;110;40;Carbón;Micó 2005, 343
490;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). I/M-1/5. Artefacto indeterminado de hueso fabricado sobre tibia (muestra 83B30).;Valldemossa;CAMS-7072;3840;70;Hueso fauna doméstica;Micó 2005, 344
491;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). Zona de combustión al oeste del asentamiento W17. Cuadro J9. Vertedero. Asociada a supuesta estructura dolménica.;Valldemossa;QL-1592;3700;30;Carbón;Micó 2005, 345
492;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). Sector W40. Cuadro J3 (ref. G13) (ref antigua: cata exploratoria S. sección Q-J3). Hogar en zona de vertedero. Asociada a supuesta estructura dolménica.;Valldemossa;BM-1981R;3640;100;Carbón;Micó 2005, 345
493;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Cuadro 5M9. Hueso de bóvido entre el paramento interior de la cámara y el del exterior de la estructura.;Valldemossa;KIA-10583;3625;30;Hueso fauna doméstica;Micó 2005, 346
494;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Cuadro 5M6. Hueso de bóvido entre el paramento interior de la cámara y el del exterior de la estructura.;Valldemossa;KIA-10582;3625;30;Hueso fauna doméstica;Micó 2005, 346
495;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Cuadro 6M4. Hueso de bóvido entre el paramento interior de la cámara y el del exterior de la estructura.;Valldemossa;UtC-10079;3605;35;Hueso fauna doméstica;Micó 2005, 347
496;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Cuadro 5M5. Hueso de ovicáprido en el interior de la cámara.;Valldemossa;KIA-11228;3565;35;Hueso fauna doméstica;Micó 2005, 347
497;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Cuadro 5L7. Hueso de ovicáprido en el interior de la cámara.;Valldemossa;KIA-10560;3550;30;Hueso fauna doméstica;Micó 2005, 348
498;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Cuadro 5M3. Hueso de bóvido entre el paramento interior de la cámara y el del exterior de la estructura.;Valldemossa;KIA-10557;3540;30;Hueso fauna doméstica;Micó 2005, 348
499;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica.;Valldemossa;KIA-12268;3460;30;Hueso fauna doméstica;Micó 2005, 349
500;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Hueso hallado en el exterior del muro E.;Valldemossa;KIA-12273;3450;30;Hueso fauna doméstica;Micó 2005, 349
501;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Hueso hallado en el exterior del muro E.;Valldemossa;KIA-12270;3445;40;Hueso fauna doméstica;Micó 2005, 350
502;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Cuadro 5L8. Hueso de bóvido hallado en el interior de la cámara.;Valldemossa;KIA-10558;3445;30;Hueso fauna doméstica;Micó 2005, 350
503;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Cuadro 5L7. Hueso de ovicáprido de la antecámara del supuesto dolmen.;Valldemossa;KIA-10559;3440;35;Hueso fauna doméstica;Micó 2005, 351
504;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica.;Valldemossa;KIA-12267;3440;30;Hueso fauna doméstica;Micó 2005, 351
505;Son Ferrandell-Oleza-WOS;Mallorca;Asentamiento al aire libre;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Sector 2M4.;Valldemossa;KIA-12275;3420;40;Hueso fauna doméstica;Micó 2005, 352
506;Son Ferrandell-Oleza-WOS;Mallorca;Hábitat indeterminado;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Sector 2M8.;Valldemossa;KIA-12274;3130;35;Hueso fauna doméstica;Micó 2005, 352
507;Son Ferrandell-Oleza-WOS;Mallorca;Indeterminada;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Muestra „from the outer W wall“.;Valldemossa;KIA-12272;1835;25;Carbón;Micó 2005, 353
508;Son Ferrandell-Oleza-WOS;Mallorca;Indeterminada;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Muestra procedente del extremo sur del interior de la cámara.;Valldemossa;KIA-12269;1725;25;Carbón;Micó 2005, 353
509;Son Ferrandell-Oleza-WOS;Mallorca;Indeterminada;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Sector 9M5.;Valldemossa;IRPA-1303;1715;35;Carbón;Micó 2005, 354
